animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa,phocids,vertebrate animal,mega herbivores,amniotes,small wildlife,non mammals
invulnerability	comorbidity,co morbidity,derivatization condition,metabolic comorbidity,psychological co morbidity,virulence trait,comorbidities,residual impurity,psychological comorbidity,co-morbidities
electrophoresis	gel electrophoresis,electrophoresis based method,microfabrication technique,electrochemical technique
antibodies	heterophile antibody,pure antibody,antibody molecule
immunoglobulins	secretory immunoglobulin,immunomodulatory molecule,recombinant cytokine,oncoprotein,myogenic bhlh protein,organotin,pathogenic protein,innate immune collectin
part of oligoclonal bands	transmembrane molecule,terminal functional group,protein transduction domain,second protein domain
assay	first line assay,functional assay,biological assay,diagnostic assay,assay method
fidget	nervous habit,repetitive posture,behavioural tic,motor disturbance,repetitive physical movement,tiny annoyance,exaggerated facial expression
gazelles	raptors,psittacine bird,wildfowl,wild bird,sighthounds
righteousness	moral virtue,christian virtue,christian moral value,moral quality,personal virtue,virtue
blades	dozer blade,sharp blade,bladed instrument,serrated knife,edge tool,cutting tool,sharp tool
part of rotors	part of the engine,threaded mud motor shaft,turbine component,mechanical part,shaft,engine part,machine main part,turbine engine component,shaft coupled device
foreign policy	domestic policy,national policy,economic policy,government policy,macroeconomic policy,eu policy
ccusations	social implication,critiquing concept,intervention fidelity datum
involvement	collective effect,professional engagement,voluntary activity,human interaction,responsibility,occassion,interaction,key responsibility,intervention,occassions
burdens	load,external load,common load,financial expense
nonexistence	balanced aberration,irreversibilities,kind of structural incompleteness,order aberration,hypercoagulable state
sterility	abnormalitiy,morbidity,mental defilement
imprints	marking,impression evidence,signature,mark,natural marking,formatting mark,decorative marking,overlay
stamps	typically round stamp,carbon stamp,stamped product,currency symbol,stationery item,bond paper
exemption	indirect tax privilege,statutory deduction,privilege tax,statutory requirement,legal requirement,statutory obligation,legal protection,authorization concept
conditions	external condition,surrounding condition,material condition,ambient condition,environment condition,variable condition,constant condition
located in water	aquatic life,marine life,sea life item,aquatic prey,marine matter,marine species,pelagic species,marine wildlife,aquatic resource
waste	e waste,nonhazardous waste,type of waste,domestic waste,waste material,high volume low effect waste,universal waste
part of inaugurations	formal ceremony,ceremony,state occasion,formal occasion,ceremonial occasion,royal event,ceremonial event,solemn occasion
gles	incretins,berverages,agn,edta grab metallic cation,mrf
light bulbs	light fixture,lighting fixture,light equipment,fluorescent lamp,outdoor lighting fixture,portable lighting device,non incandescent light source
roma	italian city,italian term,italian city state,wonderful tuscan town,tuscan city,north italian district,italian region,city many annual festival,fortified malvasia
part of episodes	episode,aspect of the narrative,story element,narrative element,plot
laceration	superficial injury,osteoporotic fracture,soft tissue injury,sometimes bone injury,visible injury,structural damage lesion,dental injury,musculoskeletal injury,skin injury
part of operations	operation,operational task,operational activity,routine action,high level operation
taxation	form of taxation,transaction tax,revenue tax,tax
amounts	quantity,layer physical quantity,physical quantity,global quantity,subfilter quantity,ordinal quantity,state quantity
part of infection	infection structure,type of infection,local infection,simple local infection,intercurrent infection,community acquired infection,co-infections,localized infection,secondary infection,underlying inflammation
commercial enterprises	commercial activity,commercial and non commercial activity,commercial operation,profitable activity,traditional economic activity,economic activity,industrial or commercial activity,business activity
located in big cities	commercial and public building,public and private building,large public building,downtown building,large public place,nowadays many public environment
located in civilization	civilization,great civilization,undoubtedly advanced culture,ancient civilization
located in factories	type of industrial equipment,industrial equipment,industrial product,type of machinery,manufacturing product,myriad industrial product,machinery,office machinery,manufactured goods
located in machinery	part of equipment,type of machinery,type of industrial equipment
used for employing people	industrial workplace,common workplace,industrial sector,workplace
exposings	disclosure,exposure,process exposure,public exposure,loss exposure,public disclosure,qualitative disclosure
indecent exposure	occupational exposure,potential clothing entanglement hazard,minor exposure
sexual harassment	form of sexual harassment,sexual misconduct,sexual abuse,sexual crime,form of sexual violence,equally damaging form of harassment,form of sexual exploitation
located in oral reports	autobiographical and non personal information,personal or confidential information,non-personal information,confidential and personal information,informal information,non verbal information,non personal information,people s personal and confidential information,confidential or personal information
doubt	uncertainty,aspect of uncertainty,belief,irrational belief,psychological belief,negativity
pronouns	grammatical unit,grammatical word,grammatical function,preposition,plural reference,interpersonal verb,grammatical feature,noun suffix,grammatical relation
government agencies	governmental agency,federal and state governmental agency,federal government agency,government organization,government department,quasi government agency,administrative agency,public agency
courses of study	academic course,academic program,basic academic course,coursework
fingers	part of the hand,hands,hand,toe,appendage,skin appendage,small joint
part of reference books	reference text,book information,reference work,appendices historical review information,basic reference material
predicates	grammatical point,grammatical function,semantic object,implication,preposition
used for references	personal reference,cultural reference,reference information,reference text,reference,reference resource,basic reference material,reference material,word reference material
naming	designation,nameplate information,wording
mutual funds	hedge fund,investment fund,equity fund,mutual fund company,private equity fund,large mutual fund company,fund company,trust bank
categorizations	classification,subtype classification,classification approach,typology,logical grouping,classification scheme,natural expense object subclassifications,classification model,text categorization method,classification method
listing	external listing,short listing,basic listing information,list material,list,article directory
powerful features	superior feature,inherent feature,remarkable feature,strong feature,exceptional feature,valuable feature,characteristic feature,simple feature,common feature
located in curries	type of food,common food item,common food
located in reservations	reservation service,hotel accommodation offer facility,booking option
part of fall	spring,damp period,winter holiday,peak season,spring event,seasonal period
buntings	wild fowl,fowl,domestic fowl,wildfowl,water fowl
violet	rose,delicate flower,modern rose,dark green or purple variety,vibrant flower,woodland flower,seasonal flower,lovely flower
great conveniences	modern convenience,modern day convenience,21st century convenience,local convenience,built in convenience feature,featuring convenience,convenience option
bsolution	equitable relief,beneficial law,etfs,voluntary obligation,employee benefit obligation,universal benefit,regulatory benefit
abortions	abortion related reaction,pregnancy,breast surgery,abnormal pregnancy,maternity service,infertility issue,sterilization procedure,pregnancy complication
introductions	induction,initialization,interjection,acquisition,text entry,entry,establishing procedure
electronic music	electronic genre,dance fx sample,music jukebox application
economic sectors	key economic sector,market sector,productive sector,business sector
garbage	trash,construction garbage,waste,trash item,waste material
psychic energy	psychic power,psychic ability,psychic phenomenon,psychic experience,psychophysical phenomenon,mystical power,mind factor,socio territorial psychic construct,psi phenomenon
infallibility	iot assumption,key assumption,actuarial assumption,probabilistic property,assumption,justifiable reason,strong assumption
certainty	belief,doubt,expectation
ignorance	human bias,dishonesty,academic dishonesty,inaccuracy,intolerance,negativity,prejudice,inexactitude,form of academic dishonesty
dependability	competency,pragmatic value,probabilistic property,objectivity,generality,quality,emotional competency,relational quality,common sense value,intrinsic object quality
immaturity	sometimes impurity,morbidity,psychological morbidity
passions	innate desire,passionate emotion,extrinsic motivation,reactive emotion,human emotion,basic emotion,basic human emotion,ulterior motive,strong emotion
illegality	illegal practice,illegal action,unlawful behavior,illegal act,unlawful activity,illegal activity,unethical behavior
incidents	serious incident,unplanned incident,unforeseen incident,minor incident,large scale incident,mishap situation,single incident,historical incident,stafford act incident
informants	collateral informant,key informant,interpreter,potential confounders,whistleblower,witness,investigator
type inference	standard inference,standard inference procedure,traditional inference method,popular inference scheme,simple inference task,inference,inference facility,statistical inference procedure,inference algorithm
terrestrial planets	planet,inner planet,giant planet,outer planet,contemporary giant planet,massive eccentric planet,intermediate planet,gas giant planet,solar system s moon
swarms	dense cluster,mob,colony
causes divorces	marital misconduct,family issue,family related issue,marital problem,sexual misconduct,family law issue,sexual crime,disliked affair,form of sexual violence
fielders	batter,pitcher,legitimate shortstop,baseball figure,potential keyplayers,goalie,player,cricketer
immune responses	cellular immune response,innate immune response,immune process,immune dysregulation,non specific immune function,intracellular immunity,t cell response
part of inflammatory diseases	underlying inflammation,inflammatory symptom,severe inflammatory response,inflammatory condition,inflammatory parameter,pathological inflammatory condition,inflammatory process,high grade inflammatory disease,inflammatory disease,untreated inflammatory disease
influenza viruses	oncolytic virus,hemorrhagic fever virus,community respiratory virus,enteric virus,cat flu virus,variable virus,pathogenic virus,blood borne virus
deviation	measurement error,error,inconsistency,inaccuracy,datum error,omission,scanning error,logical error
determinant	claim determinative factor,user determinant,inherent factor,firm specific determinant,level determinant,underlying factor,intrinsic factor,nonvisual factor,key factor
vaccination	adult vaccination,mucosal vaccination,common vaccination,immunization,infection control practice,stringent infection control practice,elective immunization,basic immunisation
commercials	tv commercial,advertising,advertisement,advertising program,traditional advertising,advertising material
consent	consent mechanism,permission,authorization,authorisation,approval,explicit agreement,declaration,authorization concept,compliance,datum request
causes understanding	comprehension activity,high level cognition,content knowledge,experiential learning,kind of knowledge,understand important concept,complex cognitive skill,active learning
universals	fundamental concept,wellknown concept,indefinite lived intangible,basic concept
created by discoveries	discovery,earliest discovery,kind of knowledge,knowledge,easily distinguishable kind of knowledge,giant discovery,big ideas,content knowledge
located in manuals	book information,reference text,helpful appendices,guide,descriptive text,author information,accompanying supplementary information,basic reference material
part of systems	component part of the system,part of the system,system concept,system component,physical system
part of dishs	shallow dish,dish,end cookware,food preparation surface
part of mixture	mixture,chemical mixture,liquid ingredient,complex mixture,liquid composition,liquid component,food constituent,food mixture,aqueous component,solid ingredient
toenails	toe,closed toe shoe,nail style,hard sole shoe,open-toed shoe,heel,pointed shoe
heredity	subspecialty,unobserved heterogeneity,aspect of gender,interfacial property,numeracy concept,social preference,social identity,human cultural trait,phenotypic trait,continuous trait
located in emergency rooms	medical equipment,emergency medical equipment,home medical equipment,basic hospital equipment,hospital equipment,in hospital item,medical device,durable medical equipment,temporary medical device,surgical equipment
accidents	minor accident,complex accident,serious accident,unforeseen accident,freak accident
capable of hurt	nonphysical form of harm,physical harm,kind of harm,severe contact,sharps,harm,touch enable thin metal object,mean of contact,unintentional injury
capable of pain	pain,micromotives,fibrate,physical pain,nonphysical form of harm,show facial marking,sharps
damage	practical damage,external damage,physical damage,indirect damage,potential damage,minor damage,small damage,incidental or consequential damage
ill health	unfavourable condition,undesirable condition,long term health problem,chronic health risk,long term health condition,serious health problem,mental ill health,health problem
located in accidents	minor accident,minor car bodywork damage,impact external hazard,minor alloy wheel damage,serious accident,intentional injury,life s little accident,complex accident,unintentional injury,motion hazard
located in baseball fields	cricket equipment,baseball figure,sporting equipment,in pool feature,batter,baseball ticket
physical damage	external damage,practical damage,consequential damage,permanent damage,incidental or consequential damage
used for accidents	minor accident,life s little accident,serious accident,accident,complex accident,freak accident,impact external hazard,unforeseen accident,motion hazard
cause pain	cause drawback,impact fitness activity,affect sensitive segmental feature,directly painful activity,non physical activity,remedy digestive problem,regular physical activity,physical activity,form of vigorous physical activity,bring outdoor possession
wrongdoing	public wrong,ethical violation,misconduct,civil wrong,egregious misconduct,transgression,serious transgression,serious misconduct
located in squids	motile structure,marine macroorganisms,marine species,sea life item,marine matter,extracellular appendage,crustacea,prominent marine microalgae,type of seaweed
capable of colour	vibrant color,bright color,vivid color
located in fountain pens	pen based device,point ink pen,pen,ink,lower priced pen,plastic barrel marker
part of pens	pen,point ink pen,small brush,pen based device,part of print,small soft brush
used for drawing	drawing material,drawing medium,physical drawing tool,basic drawing tool,drawing tool,standard drawing tool
used for marking	decorative marking,marking,natural marking,traditional marker,symbology,non security marking,mark,small marker
used for printing	printing medium,printing material,printing apparatus,printing apparatuses,printing device,commercial printing device
part of fountain pens	point ink pen,applicator tip,curved element
immunization	basic immunisation,non routine immunization,elective immunization,vaccination,mucosal vaccination,adult vaccination
centers	centre,central location,chiral center,central place,great center,central facility,hub
part of cities	urban area,urban center,urban centre,densely populated urban area,peripheral business district,large urban area
chemistry	water chemistry,chemistry topic,chemistry basic,solution chemistry,physical science,battery chemistry,exact science,synthetic chemistry method
trespass	moving violation,traffic infringement,burglary,petty offense,form of nuisance,nuisance event,nuisance,traffic violation,motor vehicle offense,motoring offence
invasions	encroachment,warfare,intrusion,historic insurgency,attack scenario,genocide,invader
investigations	ancillary investigation,laboratory investigation,investigative effort,noninvasive investigation,site investigation,mechanical investigation,routine investigation,engineering investigation
anxiety	aspect of anxiety,anxiety symptom,anxiety issue,emotional distress,sometimes emotional distress,psychological distress,anxiety related condition
danger	potential threat,common danger,hazard,acute threat,serious threat,threat,unseen hazard
located in leafs	part of plant,non woody material,part of a plant,part of the tree,leaf specie
located in logs	large woody debris,feature natural wood characteristic,wood material,dense wood like material,woody debris,non wood material,underwater woody debris
have compound eyes	small furry,large and small animal,non mammalian animal,large bodied animal,non mammals
causes a desire to types	extrinsic motivation,sattwic emotion,complex social emotion,innate desire,complex emotion,secondary emotion
trading	type of trading,web based trading activity,trading system,trading related financial derivative,trading step,trading strategy,common trading strategy
corporate executives	senior executive,senior management,company executive
reliability	reliability feature,strong reliability property,reliability mechanism
hybrid cars	hybrid vehicle,hybrid electric car,hybrid electric vehicle,compact car,compact hybrid model,modern car
sensibility	human sense,supposed innate quality,inner quality,personality disposition,sense modality,intellectual characteristic,modality
solar radiation	high energy radiation,radiation,ionizing radiation,non ionizing radiation,electromagnetic radiation,frequency radiation,photon radiation
financial conditions	market condition,business condition,economic condition,credit situation,economic circumstance
sleep problems	sleep related problem,sleep disturbance,sleep complaint,sleeping disorder,breathing sleep disorder,sleep related disorder,medical sleep disorder,sleep disorder,sleep related breathing disorder
used for tools	hand tools,purpose tool equipment,built in tool,basic hand tool,common hand tool,common tool
cause jobs	repair electrical equipment,common everyday job,drive task,non routine work,work
part of serieses	series,sequence,temporal sequence,chapter,datum series
cause a desire to types	drive information,mean of text input,output information,simply type information,typing feature,text information,write in response
part of programs	program information,program component,program element,program item,aspect of the program,program s function,application program function,program material,program unit
causes automobile accidents	risky driver behavior,aggressive driving,dangerous behavior,unsafe driver behavior,dangerous cause,inherently dangerous activity,unsafe activity,dangerous activity
causes headaches	managing unpleasant feeling,heartburn causing food,intrapersonal distraction,stress relieving activity
implementations	implementation aspect,implementation mechanism,process specific implementation,implementation strategy,application behavior
defiance	hostility,hostile gesture,contempt,intolerance,negativity,compliance,aggressive behavior,rebellion,anti christian behavior,submission
insulating materials	vapor permeable exterior insulation,fibrous loose fill insulation,insulation material,absorbent material,insulation film,natural insulation material,insulation,conventional insulation material
made of foam	foam,foam material,foam product,inflatable product,air filled or foam toy,organic foam,rigid and flexible foam product,inflatable,air filled and foam toy,foam roll
lameness	physical impairment,physical illness,stress related physical illness,limb abnormality,limb disability,breathing difficulty
have exclusion	excludes product,excludes certain public corporation,excluding certain item,loan adverse community information,explicitly legal context,limited exception,exclusionary device,privacy law
service agreement	contractual agreement,service contract,corporate license agreement
political events	political process,policy related event,political activity,political clash
rebellions	revolt,historic insurgency,riot,protest movement
printing	printing process,printing technique,printing application
capable of factoreds	single value,entered value,lthough abstract value
part of chips	chip part,chip component,chip
curiosities	content knowledge,intrinsic object quality,ecological knowledge,supposed innate quality,inherent quality,qualitative property,fundamental quality
part of characters	character feature,character information,character,secondary character,formatting character,character class,text character
information gathering	information seeking activity,knowledge management activity,information dissemination approach,capture information,analysis information
indulgence	natural reward,social reward,intrinsic reward,artificial reward,material reward,tangible reward,worldly pleasure,extravagance
volition	emotional competency,reactive autonomy,human capability,physical impulsiveness,natural ability,mental faculty,dynamic capability,instinct,mental ability
deliberation	deliberative process,pragmatic consideration,policy consideration,consideration,political consideration
fighters	punchcutters,livebearers,once-formidable fighter
part of highways	roadway element,highway structure,roadway,roadway surface,roadway characteristic
exs	dmards,tmos,dmard,eas,ev ent,ses,ifis,sua notam
tivirals	adipokines,invasin,adipocytokines,tachykinins,adipocyte derived adipokines,innate immune collectin,broad spectrum cephalosporin,extended spectrum cephalosporin,cytokinins,neurostimulants
insides	interior,interior part,interior surface,interior space
cytokines	cytokinins,pro-inflammatory cytokines,proinflammatory cytokines,th2 cytokines,bifunctional cytokine,adipocytokines,anti-inflammatory cytokines,hematopoietic cytokine
lymphokines	adipocytokines,adipocytokine,pro inflammatory adipokines,prostaglandin,immunoglobulin,lymphangiogenic factor,anti inflammatory interleukin,organotin
located in developed countries	fast growing economy,fast-growing economy,large economy,developed economy,large asian economy,high growth economy,high-growth economy,thriving economy,advanced economy
located in developed nations	developed economy,fast growing economy,large economy,fast-growing economy,developing economy,advanced economy,large asian economy,high-growth economy
made of olds	featuring wood,offer antique furniture,built in sort,household,built in high quality material,built in storage,manufactured home,personal use home
made of networked computers	large computer network,single computer system,networked device,public computer,external computer,utility on demand computing infrastructure,purpose computer system,high performance computing facility,conventional or general purpose computer system,large computing equipment
capable of markets	market various product,large market player,market sector,mass merchandiser,today business,large business,large institutional trader,commercial organization,retail sector,commercial sector
moderns	high tech version,modern version,technology heavyweight,contemporary,functionality modern technology,unsightly modern invention,modern alternative
new ideas	conceptual innovation,big ideas,creative idea,innovative idea
service providers	external service provider,ancillary service provider,non affiliated service provider,private sector service provider,public service provider,on line service provider
used for stalks	sprouted grain,crop material,raw plant material,plant rotational grass crop,row crop,feed grain,plant material,agricultural equipment,plant product
cause a desire to browses	access popular entertainment apps,offer visiting companionship,website access specific information,include accessing additional medium,identify significant literary device
cause a desire to use computers	drive information,delay sensitive internet traffic,request sensitive personal information,deploy informational apps
have connections	dedicated, real-world connection,dedicated connection,mean of connection,common communication connection,social medium link
auditors	third party auditor,non federal auditor,auditor attribute,statutory consultees,reinsurers
mass communication	mass communication medium,multiparty communication,corporate communication,csnet communication,modern communication,business communication,network communication,communication application,communication strategy
lookups	datum analysis task,datum analysis operation,image analysis task,survey,analysis task,image classification task
capable of time outs	operated office equipment,conduct followup activity,experience managing function,report irregularity
causes affection	physical affection,factors s affection,affection
part of stalks	part of a plant,plant part,part of plant,part of the plant
segments	single shape segment,regular segment,length,shaft,part,appendage,portion,threaded member,bend part
temporary jobs	temporary work,periodic job,job,unpaid work,job type,problematical job,menial job
part of outer space	outer planet,inner planet,uninhabited space,dead air space,modern space system,planet,high orbit,terrestrial planet,controlled space
used for meet	outside meeting place,social medium venue,public gathering place,c offer flexible meeting,public venue,countless venue
rebellions	revolt,historic insurgency,riot,protest movement
numeric values	numerical value,numerical ordinal,typical setpoint value,numeric parameter,constant value,analog quantity,reference value
medical intervention	physical intervention,clinical intervention,intracoronary intervention,interventional procedure,perioperative intervention,percutaneous intervention,non surgical intervention,basic intervention,intensive intervention
have worms	infested item,scrumptious puds,crustacea
discouragement	contraindication,defensive avoidance behavior,anti social behavior,maladaptive behavior,harassment,harmful practice,negative behavior,harmful behavior,harmful action
entrants	nonimmigrants,liverbearers,livebearers,intruder,newcomer
impatience	preoccupation,annoyance,nervous habit,overexertion,worry,inexactitude,mental discomfort,discomfort
prosody	prosody feature,non verbal vocalisation,ablative modality,non linguistic vocalization
cause regret	cause drawback,postpone important decision,normal misbehavior
injections	chemical injection,injection technique,clinic injection,spa injection,botulinum toxin injection,injection route,cortisone injection
textbooks	textbook resource,non textbook academic source,academic oriented literature,english language literature,type of literature,literature,science oriented literature,reading material
safety	aspect of safety,product safety,safety requirement,safety reason,safety behavior
abnormalities	anatomical abnormality,subtle abnormality,structural abnormality
homosexuality	sexual sin,sexual disorder,sexual problem,sexual dysfunction,sexual behavior,sexual health problem,sexual misconduct,high risk sexual behavior
created by imagination	real world experience,real life experience,outstanding creation,creative idea,imaginative work,unprovable fantasy,personal experience,experience
internal control	external control,traditional internal control,basic control
documents	conventional document,formal document,physical document,personal document,informal document,long document,public document
listing	external listing,short listing,basic listing information
registers	register file,registry,register setting,inventory,service registry
contemplation	contemplative practice,mindful meditation,meditation,article credit contemplative
investment firms	investment company,large investment firm,investment banking firm,investment bank,financial firm,large investment bank,global investment bank,institutional asset management company,financial service firm
part of services	sometimes service,service matter,service aspect,service function,detailed service,everyday service
transport proteins	mediator protein,liver derived transport protein,membrane ion transport protein,intracellular protein,motor protein,synaptic protein,extracellular protein
air pumps	gas release pump,pneumatic flow mechanism,vacuum pump,pumping system,positive displacement pump,hydraulic pump,low pressure hydraulic system,pump
retirement accounts	pension account,retirement account service,transfer retirement fund,tax favored retirement account,retirement asset,account retirement plan
capable of rust	durable metal,easily repairable goods,low maintenance material,scrap material
golf clubs	golf equipment,exemplary metal wood golf club,wood type golf club head,golf accessory
home appliances	commercial kitchen equipment,standard kitchen equipment,kitchen equipment,modern household appliance,kitchen appliance
located in laundry rooms	laundry equipment,dirty laundry,laundry supply,laundry appliance,laundry machine,laundry product,regular size laundry product,non laundry object
located in ore	ores,valuable ores,metallic ores,mineral ores,valuable metal resource
used for ironing	laundry supply,dirty laundry,paige use fine material,laundry equipment,interior industrial material
lienation	actuarial assumption,model assumption,mathematical extrapolation,physical assumption
red algae	macro algae,filamentous green alga,eubacteria,filamentous cyanobacteria,motile filamentous cyanobacteria,calcareous green alga
pyrites	zeolite,zeolites,montmorillonite
insanity	psychotic phenomenon,mental disorder,psychosis,derangement,psychotic experience,psychotic condition,psychotic mental disorder,psychological morbidity,psychological co morbidity,mental disturbance
lacquer	solid type finish,classic metallic finish,plain or coated finish,specialty metal finish,aluminum finish,metal finish,basic painting material
part of pacifics	pacific location,pacific country,oceanic archipelago,pacific island,inland sea,large coastal state,pacific island country,sea,oceanic island
incongruity	inconsistency,inaccuracy,superficiality,ameneties,ambiguity,imbalance,discrepancy,apparent contradiction,inconsequential aspect,inexactitude
tropes	stylistic concept,literary concept,interrelated theme,grammatical theory,common theme
generalization	generalisation,simplification,schema change,homogenization,datum modification,planarization
real numbers	irrational number,dimensionless number,negative irrational number,quantum number,number
motivated by the goal of mittens	push on hose fitting,form of vigorous physical activity,light exercise,hands on activity
motivated by the goal of clothing	daytime casual clothe,casual clothe,fitness clothe,leisure clothe,women s clothe,ladies tailor custom fit clothing,clothing item,women s casual basic apparel,clothing option,revealing clothing
purls	type of movement,simple movement,compound movement
motivated by the goal of sweaters	leisure clothe,fitness clothe,winter clothe,casual clothe,daytime casual clothe,summer clothe,women s clothe
end with blocks	play classic game,play typical playground game,class complete several activity,present several challenge,practice skill,play word game,tackling big goal
used for isolation	safe spaces,enclosed environment,enclosed space,secure place,sheltered environment,quiet environment,habitable room,traditional safe haven,isolation structure
watering	common household water use activity,water sprinkling activity,sub irrigation,low volume irrigation,seed cleaning procedure,water treatment process
created by dissatisfaction	negative feeling,negative emotional experience,unpleasant emotion
sensitization	conscious aversion reaction,hypersensitivity,sensitivity reaction
ischemia	medical complication,pulmonary manifestation,hematologic complication,microvascular complication,medical illness
fundamentalists	christians,socially conservative christian sect,protestants,universalists,mainline protestant denomination,gnostic sect,protestant group,religiously conservative group,conservative christian group
symmetries	discrete symmetry,galaxy property,dichotomy,topological invariant,topological property,quantum correlation,macroscopic quantum phenomenon,image plane invariances,cohomology theory
part of weather maps	weather information,meteorological information,weather datum,cartographic element,topographic information,geodetic datum
small islands	tiny island,island,offshore island,remote island,oceanic island,neighbouring island
muscle contraction	muscle activity,contraction,muscle strengthening activity,valve activity,peripheral pain mechanism
elevation	topographic parameter,topographic attribute,vertical angle,horizontal angle,topographical parameter,terrain parameter,topographic factor,topographic and terrain attribute
equality	equality aspect,inequality,duality,belonging
equivalence relations	triangle similarity relationship,relation,semantic relation,mathematical relations,multiview relation,nonequilibrium work relation
growth rates	growth parameter,derived growth quantity,plant growth parameter,rate,mean population growth rate,growth character,vital rate
mapping	spatial mapping,mapping system,mapping property,map operation,spatial representation
face cards	card,card c,card game,traditional card game
bad guys	prison gang,biker gang,bootlegging gang,italian criminal organization,southwest border street gang
little boys	small child,infant toy,child,youngster,young child,baby toy,preschool toy,adorable baby animal,baby animal
hares	rabbit,deer,squirrel,fur,wild dog,small squirrel,sighthounds,white dog
cause a desire to laughs	amusement,active form of amusement,mundane form of happiness
cause laughter	active form of amusement,offer diversion,amusement,fun filled activity,enjoyable activity,fun activity,conduct activity,popular amusement
rye grass	cereal grass,warmseason grass,grass crop,annual grass,southern grass,perennial grass,warm season turfgrass
ends with scratchs	directly painful activity,finishing touch,skin break,utilizing tool
part of lists	list item,list,list material,column information,item information,datum table,dynamic list,listing,numeric table,short listing
singulars	singular article,plural reference,conjoined noun,grammatical word,grammatical unit,separate word,equivalent meaning,noun suffix,prefix,unrelated meaning
schedules	flexible schedule,queue length unaware scheduling policy,scheduling rule,conventional scheduling requirement,financial statement schedule,schedule based approach,calendar program,calendar
capable of pests	pest,common household pest,household pest,soft bodied pest,uncontrolled pest,soft-bodied pest
climbers	compact climber,plant climber,wallbreakers,annual climber,ecotourists,climbable object,liverbearers,livebearers,megamurderers
nonsense	useless comment,inappropriate language,funny stuff,derogatory information,degrading comment,derogatory remark,provocative humor,annoying content
slits	aperture,small opening,gap,protruding device,small aperture,natural opening
part of potato	potato product,potato,waxy potato,floury potato,starchy potato,full season potato,well known potato dish,fried potato product,sliced vegetable,hard vegetable
have zippers	standard pocketwizard product,anything too bulky or stuff,suit various model,manufacturer s standard item,small clothing item,clothing business store accessory,clothing store accessory,separately packed accessory,non clothing item
used for criminals	form of crime,criminal activity,criminal behavior,criminals counter measure activity,traditional crime,crime type,inchoate crime,petty crime,non violent crime,white-collar crime
correctional facilities	correctional institution,prison,storm water detention facility,institutional facility,concentration camp,nazi concentration camp,government facility,state government facility,iii facility
correctional institutions	correctional facility,prison,storm water detention facility,institutional facility,government facility,state government facility,supervised facility
prisons	correctional facility,correctional institution,concentration camp
used for punishment	physical punishment,non physical punishment,severe punishment,punishment
have locks	high security lock,combination lock,interior home door
sensors	sensor device,sensor system,analog sensor,external sensor,electro mechanical sensor,conventional sensor,mems sensor,traditional sensor,passive sensor
transmitters	radio transmitter,radio frequency transmitter,wireless transmitter,electronic radio transmitter,radio frequency device
used for can beans	food preparation surface,flat pan,end cookware,food container,external part of the oven
used for jars	cabinetry,commercial food jar,container,metal container,non metallic container
used for keeps	built in storage,built in storage facility,large household item,personal and household item,store smaller item
used for pickle	food preparation surface,round food,end cookware,eating utensil,evenly shaped food,unevenly shaped food
have lids	heat small necked container,cover small container,large empty container,set top boxes,large boxes,round container,squarish container,single fruit jar,glass container,open container
barberries	hairstyling service,hair service,cosmetic counter,hair care service,nail care service,salon service,skin service,dish soap
honeysuckles	fragrant plant,dark honey,fragrant herb,sweet flower,seasonal flower,honey
maples	hardwood tree,hardwood species,northern hardwood,conifer tree,coniferous tree,conifer,oak tree
millets	millet plant,cucurbit crop,brassica crop,nutsnuts,grain legume,forage brassica crop
located in large towns	commercial and public building,public and private building,large public place,commercial area,urban element,public or semi public building,large public building,public or semi-public building
located in larger cities	commercial and public building,public and private building,large public building
used for sushi	type of sushi,limited service eating place,dining venue
located in ocean water	marine life,marine species,sea life item,marine wildlife,pelagic species
located in current	moving water,marine source,aquatic life,marine life,marine resource,non linear tidal water,aquatic resource,shallow inshore water,shallow water
located in japanese restaurants	japanese food,fancy food,ready-to-eat food
located in shores	aquatic life,marine wildlife,marine source,open water,aquatic vegetation,marine resource,aquatic resource,coastal resource,aquatic wildlife
located in smacks	aquatic prey,fibrate,underwater woody debris,in pool feature,food contact surface,sea life item,submerged object,aquatic life,small furry
located in tidal pools	aquatic life,marine wildlife,marine life,aquatic prey,sea life item,marine source,small aquatic animal,marine species,pelagic species
located in tidal water	marine wildlife,aquatic life,aquatic prey
marine animals	marine creature,large marine animal,marine species,marine organism,marine bivalve,marine wildlife
part of mouths	mouth barrier,aspect of the nasal cavity,oral barrier,oral tissue,lobular process,dental feature
part of vises	accessory part,gripping member,uncovered accessory structure,forceps,rigid collar,part of the foreskin,jointing accessory,external accessory,leather accessory,metal attachment
part of wrenchs	metal attachment,bend part,work tool attachment,loose part,jointing accessory
hard candy	small candy,candy,candy bar,american candy,candy ingredient,peppermint candy piece,jelly candy,candy wrapper,candy coated snack food
created by jazz musicians	jazz genre,form of music,type of music,jazz great,musical activity
style of music	music style,type of music,music type,musical style
types of music	music type,form of music,kind of music,modern music,music,musical style,music style,traditional music form
located in thrift stores	in store service,high priced goods,shopping tool,non business or personal item,cheap second hand goods
long pants	thigh clothing,loose comfortable clothing,loose clothing article,loose clothing
used for fashion	home fashion product,ladies tailor custom fit clothing,women s casual basic apparel,fashion item,designer fashion,fashion element,contemporary clothing
